"","lr_component","sex","mean.score","se.score"
"1","lr_cr","Male",13.5833333333333,0.60875348712004
"2","lr_cr","Female",11.2222222222222,0.711968437445554
"3","lr_fa","Male",2.41666666666667,0.60875348712004
"4","lr_fa","Female",4.77777777777778,0.711968437445554
"5","lr_hits","Male",13.5833333333333,0.656648207708563
"6","lr_hits","Female",13.0555555555556,0.574355121309109
"7","lr_miss","Male",2.41666666666667,0.656648207708563
"8","lr_miss","Female",2.94444444444444,0.574355121309109
