"","lr_component","mean.score","se.score"
"1","lr_cr",12.1666666666667,0.529765364096379
"2","lr_fa",3.83333333333333,0.529765364096379
"3","lr_hits",13.2666666666667,0.428666291270996
"4","lr_miss",2.73333333333333,0.428666291270996
